ID,Title,Episodes,Type,Aired,Producers,Studios,Source,Genres,Duration,Score,Rating count,Rank,Popularity
40295,Another World,3,ONA,"Sep 13, 2019 to Oct 4, 2019","None found, add some",Graphinica,Original,,10 min. per ep.,7.09,16253,39032,3865
40297,Tele◯Potion,1,Music,"Feb 14, 2014",Felicity,"None found, add some",Original,"Adventure, Avant Garde",4 min.,5.80,134,Ranked: N/A2,19469
40298,Youjo Senki Movie: Manner Eizou,1,Movie,"Feb 8, 2019","None found, add some",Studio PuYUKAI,Light novel,,2 min.,6.93,7800,46512,4860
40299,Gokiburi-chan,20,TV,"Mar 21, 2005 to Apr 15, 2005","None found, add some",Eiken,Picture book,,4 min. per ep.,N/A,,177292,19849
40301,Bomberman: Yuuki wo Arigatou - Watashi ga Mimi ni Naru,1,Movie,"Apr 13, 1995","None found, add some","None found, add some",Game,,26 min.,6.03,117,96142,16950
40302,Ninja Bugei-chou Pilot Film,1,Special,"Apr 25, 2000",TCJ,"None found, add some",Manga,,1 min.,5.37,165,123042,16741
40304,It's a Small World,1,Music,"Mar 9, 2012","None found, add some","None found, add some",Original,,2 min.,5.86,122,Ranked: N/A2,20264
40305,Subarashiki Kokka no Kizukikata,2,OVA,"Sep 14, 2019 to Sep 28, 2019",BOMB! CUTE! BOMB!,"None found, add some",Game,,14 min. per ep.,6.18,1344,Ranked: N/A2,9481
40312,Southpaw,1,Music,"Aug 27, 2019",NBCUniversal Entertainment Japan,"None found, add some",Original,"Avant Garde, Comedy",1 min.,5.37,718,Ranked: N/A2,13554
40313,Promare: Lio-hen,1,ONA,"May 24, 2019",XFLAG,Trigger,Original,"Action, Sci-Fi",10 min.,7.02,15115,42462,4194
40314,Sekaiichi Hatsukoi: Propose-hen,1,Movie,"Feb 21, 2020","None found, add some",Studio Deen,Manga,,21 min.,7.47,8558,20342,4448
40315,Code Geass: Fukkatsu no Lelouch Picture Drama,2,Special,"Dec 5, 2019","None found, add some",Sunrise,Original,,9 min. per ep.,6.72,3430,56812,5822
40316,Phantomi: Mini Anime,18,ONA,"Aug 5, 2019 to Jun 1, 2020","None found, add some","None found, add some",Other,,2 min. per ep.,N/A,,205132,19988
40320,Tenka Hyakken: Meiji-kan e Youkoso!,12,TV,"Oct 13, 2019 to Dec 29, 2019","None found, add some",LIDENFILMS,Game,"Action, Adventure, Fantasy, Supernatural",3 min. per ep.,5.02,1887,129582,6907
40323,Gintama: Monster Strike-hen,2,ONA,"Aug 29, 2019 to Sep 4, 2019","Sunrise, XFLAG",Bandai Namco Pictures,Manga,"Action, Comedy",11 min. per ep.,7.49,5407,19572,5430
40327,Mewkledreamy,48,TV,"Apr 5, 2020 to Apr 4, 2021",Sanrio,J.C.Staff,Other,"Adventure, Fantasy",24 min. per ep.,6.99,1853,43712,7062
40329,Crayon Shin-chan Movie 28: Gekitotsu! Rakuga Kingdom to Hobo Yonin no Yuusha,1,Movie,"Sep 11, 2020","None found, add some",Shin-Ei Animation,Manga,,1 hr. 44 min.,7.17,812,34672,11196
40331,Ongaku,1,Movie,"Jan 11, 2020","None found, add some",Rock'n Roll Mountain,Manga,"Award Winning, Slice of Life",1 hr. 11 min.,7.59,5050,15892,5862
40332,Kyochuu Rettou Movie,1,Movie,"Jan 10, 2020","Nihon Ad Systems, KlockWorx, Docomo Anime Store, Akita Shoten, Crunchyroll, GARNET",Passione,Web manga,"Horror, Suspense",1 hr. 16 min.,4.58,11897,133722,4533
40333,Uzumaki,4,TV,"Sep 28, 2024 to Oct 19, 2024",Production I.G,"Akatsuki, Fugaku",Manga,"Avant Garde, Drama, Horror, Suspense",23 min. per ep.,7.04,15106,41172,1230
40334,Code Geass: Hangyaku no Lelouch Picture Drama - Kiseki no Anniversary,1,Special,"Apr 21, 2017","None found, add some",Sunrise,Original,,16 min.,6.33,2542,79552,7201
40335,Kimi dake ni Motetainda.,1,Movie,"Oct 25, 2019","None found, add some",Signal.MD,Original,"Drama, Slice of Life",54 min.,5.31,1211,124382,6924
40336,Love x Holic: Miwaku no Otome to Hakudaku Kankei - The Animation,2,OVA,"Nov 29, 2019 to Dec 20, 2019",Pink Pineapple,Seven,Visual novel,"Fantasy, Supernatural, Hentai",18 min. per ep.,7.22,3752,Ranked: N/A2,7016
40337,Aibeya The Animation,1,OVA,"Nov 29, 2019",Pink Pineapple,Seven,Visual novel,,27 min.,7.26,6459,Ranked: N/A2,5848
40338,Iro wo Kuu Akuma,1,ONA,"Aug 24, 2015",Kaibutsu,"TYMOTE, Spoon",Original,,1 min.,5.43,572,121192,13685
40340,Shounen Sunday CM: Karakuri Circus,1,CM,Mar 1998,"None found, add some","None found, add some",Manga,"Action, Mystery",30 sec.,5.65,494,Ranked: N/A2,12312
40341,Shounen Sunday CM: ARMS,1,CM,"Jul 27, 1998","None found, add some","None found, add some",Manga,,30 sec.,5.27,206,Ranked: N/A2,16836
40342,Taka no Tsumedan x Uchicomi!,5,ONA,"Aug 19, 2019 to Aug 29, 2019","None found, add some",DLE,Original,,1 min. per ep.,N/A,,143272,17965
40344,Baumkuchen End,1,Music,"Aug 29, 2019","None found, add some","None found, add some",Original,,3 min.,6.91,1190,Ranked: N/A2,11746
40345,Shounen Sunday CM: Devil & Devil,1,CM,Nov 1998,"None found, add some","None found, add some",Manga,"Action, Comedy, Supernatural",30 sec.,5.40,187,Ranked: N/A2,17786
40346,Shounen Sunday CM: Tuxedo Gin,1,CM,1997,"None found, add some","None found, add some",Manga,"Comedy, Supernatural",30 sec.,5.48,209,Ranked: N/A2,18150
40347,Shounen Sunday CM: Kekkaishi,1,CM,Jan 2005,"None found, add some","None found, add some",Manga,"Fantasy, Supernatural",30 sec.,5.60,298,Ranked: N/A2,14553
40348,Shounen Sunday CM: Meitantei Conan,1,CM,Aug 1995,"None found, add some","None found, add some",Manga,,28 sec.,5.75,714,Ranked: N/A2,12107
40349,Shounen Sunday CM: All-Star Total Appearance,1,CM,Mar 1999,"None found, add some","None found, add some",Manga,"Comedy, Sports",30 sec.,5.82,276,Ranked: N/A2,15914
40350,Shounen Sunday CM: Ganba! Fly High,1,CM,1996,"None found, add some","None found, add some",Manga,,29 sec.,5.13,227,Ranked: N/A2,17062
40351,Pokemon (2019),136,TV,"Nov 17, 2019 to Dec 16, 2022","TV Tokyo, Shogakukan-Shueisha Productions, MediaNet",OLM,Game,"Action, Adventure, Comedy, Fantasy",23 min. per ep.,7.55,38998,17452,2264
40352,Goal Line,1,Music,"Aug 31, 2019",Bushiroad Music,SANZIGEN,Mixed media,,1 min.,6.01,438,Ranked: N/A2,13647
40353,Midnight Run feat. Nana Furuya,1,Music,"Jun 5, 2019","None found, add some","None found, add some",Original,,3 min.,5.59,176,Ranked: N/A2,18530
40356,Tate no Yuusha no Nariagari Season 2,13,TV,"Apr 6, 2022 to Jun 29, 2022","Frontier Works, AT-X, Nippon Columbia, Glovision, Good Smile Company, Sammy, Crunchyroll, Kadokawa Media House, NTT Plala, Kadokawa","Kinema Citrus, DR Movie",Light novel,"Action, Adventure, Drama, Fantasy",23 min. per ep.,6.52,283220,68502,253
40357,Tate no Yuusha no Nariagari Season 3,12,TV,"Oct 6, 2023 to Dec 22, 2023","Frontier Works, AT-X, Nippon Columbia, NTT Docomo, Glovision, Good Smile Company, Sammy, Crunchyroll, Kadokawa",Kinema Citrus,Light novel,"Action, Adventure, Drama, Fantasy",23 min. per ep.,7.10,118275,38272,512
40358,Gal to Kyouryuu,12,TV,"Apr 5, 2020 to Dec 20, 2020","None found, add some","Kamikaze Douga, Space Neko Company",Manga,,13 min. per ep.,6.45,10373,72712,3984
40359,Ikebukuro West Gate Park,12,TV,"Oct 6, 2020 to Dec 22, 2020","Nippon Columbia, Kadokawa",Doga Kobo,Novel,"Drama, Mystery",23 min. per ep.,6.87,38114,49042,1865
40360,Shout Our Evidence!,1,Music,"Sep 2, 2019","None found, add some","None found, add some",Original,,2 min.,5.63,506,Ranked: N/A2,14519
40361,"Shiro no Kanga""roo"" no Uta",1,ONA,"Sep 1, 2019","None found, add some","None found, add some",Original,,48 sec.,4.48,198,134282,17852
40363,RoboCop,1,Music,"May 15, 2019","None found, add some","None found, add some",Original,,2 min.,4.74,227,Ranked: N/A2,17603
40364,Takaramono,1,Music,"Sep 14, 2016",Sony Music Entertainment,"None found, add some",Original,,5 min.,5.88,107,Ranked: N/A2,20616
40365,Ryoku Tama Shinshi: 10 Short Stories,10,Special,"Apr 30, 2005","None found, add some","None found, add some",Original,,2 min. per ep.,N/A,,209552,21386
40366,Three Workers,1,Music,2011,"None found, add some","None found, add some",Music,,3 min.,5.61,114,Ranked: N/A2,20370
40367,Go! Go! Atom,52,TV,"Oct 3, 2019 to Oct 1, 2020",TV Tokyo,"Tezuka Productions, Planet Nemo Animation",Manga,"Action, Adventure, Drama, Sci-Fi",11 min. per ep.,5.87,244,104252,13415
40368,Egg Car,52,TV,"Oct 3, 2019 to Oct 1, 2020","None found, add some","None found, add some",Original,"Adventure, Comedy, Fantasy",11 min. per ep.,N/A,,173962,18502
40369,Mini Yuri,4,ONA,"Sep 25, 2019 to Oct 16, 2019","None found, add some","W-Toon Studio, DMM.futureworks",Manga,"Comedy, Girls Love",5 min. per ep.,6.74,4730,56102,6345
40372,Haikyuu!! (OVA),10,OVA,"Mar 4, 2020",Shueisha,"None found, add some",Manga,,2 min. per ep.,7.82,10930,9722,4011
40373,"Fly feat. 79, Kaho Nakamura",1,Music,"Nov 28, 2017","None found, add some","None found, add some",Original,,3 min.,5.80,136,Ranked: N/A2,19973
40375,Kick-Flight,1,PV,"Jun 4, 2019","None found, add some",MAPPA,Game,,1 min.,5.70,408,Ranked: N/A2,14701
40376,Terrace House x Craft Boss,1,CM,"Aug 30, 2019","None found, add some",Gyorai Eizo Inc.,Original,,1 min.,5.72,133,Ranked: N/A2,17035
40377,Robot Atom,8,OVA,"Nov 3, 2015",Tezuka Productions,"None found, add some",Manga,,11 min. per ep.,5.86,168,104652,14921
40378,Witch Hat: Majo to Boushi no Waltz,1,Music,"Apr 20, 2014",Rambling Records,"None found, add some",Original,"Horror, Supernatural",5 min.,5.80,234,Ranked: N/A2,17383
40383,"Umete, Bye-Bye",1,ONA,"Aug 10, 2011","None found, add some","None found, add some",Original,,2 min.,5.32,122,124182,19492
40385,Chikai,1,ONA,"Aug 18, 2019","None found, add some","None found, add some",Original,,6 min.,6.12,163,91252,17997
40389,Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,8,OVA,"Oct 8, 2021 to Feb 4, 2022","Production I.G, Shochiku, Voyager Entertainment, Bandai Namco Arts, Bandai Spirits, ADK Marketing Solutions",Satelight,Original,"Action, Drama, Sci-Fi",24 min. per ep.,7.52,1723,18322,7486
40392,Runway de Waratte,12,TV,"Jan 11, 2020 to Mar 28, 2020","Mainichi Broadcasting System, Kodansha, DMM pictures",Ezόla,Manga,,24 min. per ep.,7.56,54332,16932,1774
40393,Taka no Tsumedan no Ike! ODAman,Unknown,ONA,"Sep 20, 2018 to ?","None found, add some","None found, add some",Original,,3 min.,N/A,,143262,18398
40394,Zenonzard The Animation Episode 0,1,ONA,"Sep 10, 2019","None found, add some",8bit,Game,"Action, Sci-Fi",27 min.,6.55,2625,66792,7341
40395,Bakugan: Battle Planet Short Anime,50,ONA,"Apr 18, 2019 to Oct 17, 2019","None found, add some",TMS Entertainment,Original,"Action, Comedy, Fantasy",2 min. per ep.,5.65,296,114172,14230
40397,Maoujou de Oyasumi,12,TV,"Oct 6, 2020 to Dec 22, 2020","Lantis, FuRyu",Doga Kobo,Manga,"Comedy, Fantasy",23 min. per ep.,7.96,102978,6962,1127
40398,"Hitozuma, Mitsu to Niku",4,OVA,"Nov 29, 2019 to May 29, 2020","Queen Bee, Mediabank",Blue bread,Manga,,20 min. per ep.,6.21,2261,Ranked: N/A2,8312
40399,Valkyrie Hazard,1,OVA,"Dec 27, 2019",Mousou Jitsugen Media,"None found, add some",Manga,,19 min.,5.13,801,Ranked: N/A2,11225
40403,Shin Sakura Taisen the Animation,12,TV,"Apr 3, 2020 to Jun 19, 2020","Sega, Sammy, Tencent Japan",SANZIGEN,Game,"Action, Adventure, Sci-Fi",23 min. per ep.,5.82,5375,106852,5044
40405,Cop Craft: Utsukushiki Onna Kishi! Toraware no Yousei wo Oe!,1,TV Special,"Sep 10, 2019","None found, add some",Millepensee,Light novel,"Action, Fantasy, Mystery, Sci-Fi",23 min.,5.85,2556,105112,8132
40406,Nanami-chan 4th Series,16,TV,"Jun 1, 2007 to Sep 14, 2007","None found, add some","None found, add some",Other,,5 min. per ep.,N/A,,200552,20475
40407,Nanami-chan 5th Series,16,TV,"Jun 8, 2008 to Oct 12, 2008","None found, add some","None found, add some",Other,,5 min. per ep.,N/A,,200562,20835
40408,Nanami-chan 6th Series,16,TV,"Jun 14, 2009 to Sep 27, 2009","None found, add some","None found, add some",Other,,5 min. per ep.,N/A,,200572,20785
40410,Ring no Seraph,1,Music,"Aug 29, 2019","None found, add some","None found, add some",Original,,3 min.,6.91,926,Ranked: N/A2,12383
40412,Japanda,1,ONA,"Sep 3, 2019","None found, add some",Fanworks,Original,,39 sec.,4.94,292,130562,15892
40414,Hitojichi Koukan feat. Hatsune Miku,1,Music,"Jul 5, 2019","None found, add some",OTOIRO,Original,,3 min.,5.94,302,Ranked: N/A2,16199
40415,Senkou Progress,1,Music,"May 16, 2019","XFLAG Pictures, Forces11","None found, add some",Original,,3 min.,5.84,140,Ranked: N/A2,18591
40416,Date A Bullet: Dead or Bullet,1,Movie,"Aug 14, 2020",Nippon Columbia,Geek Toys,Light novel,"Action, Sci-Fi",24 min.,7.59,47818,15772,2026
40417,Fruits Basket 2nd Season,25,TV,"Apr 7, 2020 to Sep 22, 2020","TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN",TMS Entertainment,Manga,"Drama, Romance, Supernatural",23 min. per ep.,8.54,273149,1252,430
40421,Given Movie 1,1,Movie,"Aug 22, 2020",Blue Lynx,Lerche,Manga,"Boys Love, Drama",59 min.,8.12,131745,4842,1030
40423,Taeko no Nichijou,26,TV,"Oct 6, 2019 to Mar 29, 2020","Tokyo MX, Asahi Broadcasting",DLE,Manga,,5 min. per ep.,N/A,,142792,15662
40425,Neko Neko Nihonshi Movie: Ryouma no Hachamecha Time Travel ze yo!,1,Movie,"Feb 22, 2020","None found, add some","None found, add some",Web manga,,1 hr. 13 min.,N/A,,201092,17491
40427,Beotkkotnamu Kokkiri Sup,1,Movie,2011,"None found, add some",Earth Design Works,Unknown,,4 min.,N/A,,164622,21360
40429,Bishoujo Senshi Sailor Moon Eternal Movie 2,1,Movie,"Feb 11, 2021","None found, add some","Toei Animation, Studio Deen",Manga,,1 hr. 20 min.,7.74,11604,11552,4418
40430,Uchuu Seibutsu Jirou,1,PV,"Sep 20, 2019","None found, add some",Fanworks,Original,,41 sec.,4.89,198,Ranked: N/A2,17927
40431,Starmyu 3rd Season: Encore,1,TV Special,"Sep 30, 2019","None found, add some","None found, add some",Original,,23 min.,6.42,220,74812,12792
40434,Mo Dao Zu Shi: Wanjie Pian,12,ONA,"Aug 7, 2021 to Oct 16, 2021",Tencent Penguin Pictures,B.CMAY PICTURES,Web novel,"Action, Adventure, Drama, Fantasy, Mystery",24 min. per ep.,8.68,29467,652,2406
40435,Mo Dao Zu Shi Q,30,ONA,"Jul 31, 2020 to Jan 29, 2021",Tencent Penguin Pictures,B.CMAY PICTURES,Web novel,"Comedy, Fantasy",5 min. per ep.,8.19,9694,3952,4566
40436,Peter Grill to Kenja no Jikan,12,TV,"Jul 11, 2020 to Sep 26, 2020","None found, add some",Wolfsbane,Manga,"Comedy, Fantasy, Erotica",12 min. per ep.,5.53,93493,Ranked: N/A2,1196
40437,Mono no Kamisama Cocotama,12,ONA,"Sep 26, 2019 to Feb 21, 2020",OLM,"None found, add some",Original,"Fantasy, Slice of Life",5 min. per ep.,N/A,,199122,17023
40438,Obsolete,12,ONA,"Dec 3, 2019 to Dec 1, 2020","Nitroplus, Good Smile Company, Bandai Namco Arts, Bandai Namco Online",Buemon,Original,,13 min. per ep.,5.93,2106,101702,7599
40439,Xiong Chumo: Bian Xing Ji,1,Movie,"Feb 16, 2018","Horgos Coloroom Pictures Co., Ltd., Fantawild Animation","None found, add some",Original,"Adventure, Comedy",1 hr. 30 min.,N/A,,154372,19866
40440,Xiong Chumo: Yuanshi Shidai,1,Movie,"Feb 5, 2019",Fantawild Animation,"None found, add some",Original,"Adventure, Comedy",1 hr. 30 min.,N/A,,154602,19814
40441,Sunny,1,Music,"Sep 6, 2019","None found, add some","None found, add some",Original,,3 min.,4.94,182,Ranked: N/A2,18838
40442,Initiation feat. Hatsune Miku,1,Music,"Dec 26, 2012","Sony Music Entertainment, Liberty Animation Studio","None found, add some",Original,,3 min.,5.57,447,Ranked: N/A2,14669
40452,Kaze to Tomoni,1,Music,"Jun 1, 2017",NHK,"None found, add some",Original,,2 min.,5.85,124,Ranked: N/A2,19292
40453,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA,1,OVA,"Jan 29, 2020","None found, add some",J.C.Staff,Light novel,"Adventure, Comedy, Fantasy, Ecchi",26 min.,6.49,56802,70642,2036
40454,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,12,TV,"Oct 3, 2020 to Dec 19, 2020","Movic, Warner Bros. Japan, KlockWorx, Hakuhodo DY Music & Pictures, Egg Firm, FuRyu, GREE, SB Creative",J.C.Staff,Light novel,"Action, Adventure, Fantasy",24 min. per ep.,7.46,323316,20642,361
40455,Sylvanian Families: Mini Story - Clover,12,TV,"Oct 3, 2019 to Dec 19, 2019","None found, add some",Shogakukan Music & Digital Entertainment,Other,,3 min. per ep.,N/A,,142632,20397
40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,1,Movie,"Oct 16, 2020","Aniplex, Shueisha",ufotable,Manga,"Action, Supernatural",1 hr. 56 min.,8.57,1065730,1052,71
40459,Ensemble Stars! Picture Drama,12,Special,"Sep 26, 2019 to Apr 24, 2020","None found, add some",Happy Elements,Game,,2 min. per ep.,6.30,177,81462,12222
40460,Nakanohito Genome [Jikkyouchuu]: Knots of Memories,1,OVA,"Feb 27, 2020","None found, add some",SILVER LINK.,Web manga,"Adventure, Drama, Mystery",24 min.,6.82,5845,51442,5285
40462,Ensemble Stars! Recap Special,1,TV Special,"Sep 29, 2019","Frontier Works, Movic, Happy Elements, Bandai Namco Arts",David Production,Game,,23 min.,6.14,609,90452,11277
40463,Kimi no Kimochi,1,Music,"Aug 1, 2010",NHK,"None found, add some",Original,,2 min.,N/A,,Ranked: N/A2,20756
40464,Kidou Senshi Gundam: Hikaru Inochi Chronicle U.C.,1,Special,"Sep 26, 2019","None found, add some",Sunrise,Original,,44 min.,6.43,620,73862,10398
40465,Chuubyou Gekihatsu Boy: Otoko ni Umareta Shukumei Dakara,1,Special,"Mar 25, 2020","Lantis, Ai Addiction",Studio Deen,Novel,"Comedy, Slice of Life",23 min.,6.89,2779,48042,7647
40468,Smileflower,1,Music,"Jun 1, 2011",NHK,"None found, add some",Original,,2 min.,N/A,,Ranked: N/A2,21212
40469,Toshiwasure Guda Guda Order 2016,1,Special,"Dec 31, 2016",Studio Mausu,TROYCA,Game,,6 min.,6.07,957,94422,11293
40471,Nozoki Kanojo,4,OVA,"Dec 27, 2019 to Aug 27, 2021","None found, add some",Nur,Original,,25 min. per ep.,6.01,2043,Ranked: N/A2,8263
40472,Boku to Joi no Shinsatsu Nisshi The Animation,1,OVA,"Dec 20, 2019",Pink Pineapple,Studio 1st,Visual novel,,23 min.,7.05,4015,Ranked: N/A2,6989
40473,Chou Futsuu Toshi Kashiwa Densetsu R,10,TV,"Jul 6, 2020 to Sep 28, 2020","None found, add some",Super Normal Studio,Other,"Comedy, Fantasy",5 min. per ep.,4.51,826,134132,8580
40474,Googuri Googuri,1,Movie,2010,Geidai Animation,"None found, add some",Original,,8 min.,5.86,211,104952,17632
40475,Ringing City,1,Movie,"Mar 3, 2017",Geidai Animation,"None found, add some",Original,,3 min.,5.36,202,123342,17005
40476,Atomic World,1,Movie,2009,"None found, add some","None found, add some",Original,,2 min.,5.77,284,109052,15672
40477,Curry Meshi x Zombieland Saga,1,CM,"Oct 3, 2019","None found, add some","None found, add some",Original,,31 sec.,5.86,2572,Ranked: N/A2,7349
40478,Kamiusagi Rope x Ricordi,3,ONA,"Apr 26, 2019 to Oct 2, 2019","None found, add some","None found, add some",Original,"Comedy, Slice of Life",1 min. per ep.,N/A,,187812,18474
40479,Karrimor Mountain Club 2,3,ONA,"Apr 14, 2019","None found, add some","None found, add some",Original,"Adventure, Slice of Life",2 min. per ep.,N/A,,188212,19657
40480,Sound & Fury,1,Music,"Sep 27, 2019","None found, add some","Kamikaze Douga, D'ART Shtajio, Grayscale Arts",Music,,41 min.,6.21,1807,Ranked: N/A2,10071
40482,Osu no Buu-chan,3,Special,"Oct 6, 2019","None found, add some","None found, add some",Original,"Comedy, Fantasy",10 min. per ep.,N/A,,203952,18611
40483,Murenase! Seton Gakuen,12,TV,"Jan 7, 2020 to Mar 24, 2020","Animax, Tokyo MX, Cygames, Legs, Happinet",Studio Gokumi,Web manga,"Comedy, Ecchi",23 min. per ep.,6.92,103411,46802,1219
40484,Chuanyue Huoxian: Youling Jihua,13,ONA,"Jul 12, 2019 to 2019","None found, add some","None found, add some",Game,"Action, Mystery",21 min. per ep.,N/A,,168912,16987
40485,Strike the Blood IV,12,OVA,"Apr 8, 2020 to Jun 30, 2021","Movic, Magic Capsule, Warner Bros. Japan, KlockWorx, Hakuhodo DY Music & Pictures, Kadokawa",Connect,Light novel,"Action, Fantasy, Ecchi",25 min. per ep.,6.94,27391,45762,2313
40486,Strike the Blood: Kieta Seisou-hen,1,OVA,"Jan 29, 2020","Movic, Magic Capsule, Warner Bros. Japan, KlockWorx, Hakuhodo DY Music & Pictures, Kadokawa",Connect,Light novel,"Action, Fantasy, Ecchi",26 min.,6.93,12452,46392,4106
40487,Eily wa Ousama!,10,TV,"Oct 8, 2019 to Dec 10, 2019","None found, add some","None found, add some",Original,"Comedy, Fantasy",Unknown,N/A,,174022,16514
40488,Futsal Boys!!!!!,12,TV,"Jan 9, 2022 to Mar 27, 2022","Lantis, Bandai Namco Entertainment, Good Smile Company, Live Viewing Japan, Bandai Namco Arts",Diomedéa,Mixed media,,24 min. per ep.,5.46,10852,120242,3999
40489,Sword Art Online: Alicization - War of Underworld Reflection,1,TV Special,"Oct 6, 2019","Aniplex, Egg Firm",A-1 Pictures,Light novel,"Action, Adventure, Fantasy",24 min.,6.90,23392,47772,3103
40491,Gwahoheub,6,ONA,"Sep 9, 2017","None found, add some",ABJ COMPANY,Web manga,"Boys Love, Drama, Erotica",2 min. per ep.,7.19,13172,Ranked: N/A2,4292
40495,Tayo-ui Gonglyong Adventure,1,Special,Sep 2019,"None found, add some","Iconix Entertainment, Studio Gale",Original,,39 min.,N/A,,143902,20133
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",13,TV,"Jul 4, 2020 to Sep 26, 2020","Aniplex, Movic, AT-X, Studio Mausu, Tokyo MX, Q-Tec, Docomo Anime Store, Medicos Entertainment, BS11, Contents Seed, Kadokawa, ADK Marketing Solutions",SILVER LINK.,Light novel,"Action, Fantasy",23 min. per ep.,7.34,488862,25872,228
40497,Mahouka Koukou no Rettousei: Raihousha-hen,13,TV,"Oct 4, 2020 to Dec 27, 2020","Aniplex, Square Enix, Movic, Studio Mausu, Straight Edge, Kadokawa",8bit,Light novel,"Action, Fantasy, Romance, Sci-Fi",23 min. per ep.,7.28,169921,29072,660
