ID,Title,Episodes,Type,Aired,Producers,Studios,Source,Genres,Duration (mins),Score,Scored By,Rank,Popularity,Year
1788.0,Yuuguu Settai: Kotou no Gokuraku e Youkoso,2.0,OVA,"Jul 25, 2004 to Jan 25, 2005","Milky Animation Label, MS Pictures",Shinkuukan,Visual novel,UNKNOWN,23.0,5.59,1488.0,,9037.0,2004.0
1789.0,Argento Soma: Hitori to Hitori,1.0,Special,"Mar 1, 2002",UNKNOWN,Sunrise,Original,"Action, Sci-Fi",25.0,6.33,1756.0,79432.0,9362.0,2002.0
1790.0,Tactical Roar: Mercurius no Kyuujitsu,1.0,Special,"Sep 26, 2006",UNKNOWN,UNKNOWN,Original,"Action, Comedy, Romance, Sci-Fi, Ecchi",10.0,5.82,772.0,106752.0,11707.0,2006.0
1791.0,Ai Doll,4.0,OVA,"Oct 31, 1997 to Apr 13, 2001",Digital Works,Y.O.U.C,Visual novel,"Drama, Hentai",31.0,5.62,1513.0,,9247.0,1997.0
1792.0,Overman King Gainer,26.0,TV,"Sep 7, 2002 to Mar 22, 2003","Bandai Visual, WOWOW",Sunrise,Original,"Action, Adventure, Sci-Fi",25.0,6.92,4498.0,46812.0,5688.0,2002.0
1793.0,Kaze no Na wa Amnesia,1.0,Movie,"Dec 22, 1990",Japan Home Video,Madhouse,Light novel,"Action, Avant Garde, Drama, Sci-Fi",80.0,6.3,8721.0,81552.0,4916.0,1990.0
1794.0,Dirty Pair no Ooshoubu: Nolandia no Nazo,1.0,OVA,"Dec 20, 1985",Studio Nue,Sunrise,Light novel,"Action, Adventure, Comedy, Sci-Fi",56.0,6.34,2693.0,79262.0,8072.0,1985.0
1795.0,Dirty Pair: Bouryaku no 005-bin,1.0,OVA,"Jan 25, 1990",UNKNOWN,Sunrise,Light novel,"Action, Adventure, Comedy, Sci-Fi",59.0,6.76,2393.0,54942.0,8366.0,1990.0
1796.0,Dirty Pair: The Movie,1.0,Movie,"Mar 14, 1987","Atelier Musa, Streamline Pictures",Sunrise,Light novel,"Action, Adventure, Comedy, Sci-Fi",81.0,7.06,4350.0,40492.0,6288.0,1987.0
1797.0,Animation Seisaku Shinkou Kuromi-chan,1.0,OVA,"Mar 30, 2001",DAX Production,Yumeta Company,Original,"Comedy, Drama",37.0,6.9,5323.0,47362.0,6413.0,2001.0
1798.0,Animation Seisaku Shinkou Kuromi-chan 2,1.0,OVA,"Jan 28, 2004",DAX Production,Yumeta Company,Original,"Comedy, Drama",45.0,6.91,3918.0,47202.0,7782.0,2004.0
1799.0,Battle Fighters Garou Densetsu,1.0,TV Special,"Dec 23, 1992",Nihon Ad Systems,Studio Comet,Game,"Action, Adventure, Drama, Romance",45.0,6.37,6395.0,77442.0,6178.0,1992.0
1800.0,Battle Fighters Garou Densetsu 2,1.0,TV Special,"Jul 31, 1993",Nihon Ad Systems,Studio Comet,Game,"Action, Adventure, Drama",71.0,6.69,5878.0,58532.0,6522.0,1993.0
1802.0,Dirty Pair Flash,6.0,OVA,"Jan 21, 1994 to Jun 21, 1994",VAP,Sunrise,Light novel,"Action, Adventure, Comedy, Sci-Fi, Ecchi",26.0,6.57,3874.0,65302.0,6372.0,1994.0
1803.0,Dirty Pair: Lovely Angels yori Ai wo Komete,2.0,OVA,"Jan 1, 1987",Studio Nue,Sunrise,Light novel,"Action, Adventure, Comedy, Sci-Fi",24.0,7.05,2827.0,40692.0,7830.0,1987.0
1804.0,Koko wa Green Wood,6.0,OVA,"Nov 22, 1991 to Mar 26, 1993",UNKNOWN,Pierrot,Manga,"Slice of Life, Supernatural",30.0,6.78,3241.0,53662.0,6369.0,1991.0
1805.0,Master Mosquiton,6.0,OVA,"Nov 21, 1996 to Apr 19, 1997","Radix, Nippon Columbia",Zero-G Room,Manga,"Action, Adventure, Comedy, Supernatural",27.0,6.64,2902.0,61272.0,7722.0,1996.0
1806.0,Master Mosquiton '99,26.0,TV,"Sep 30, 1997 to Mar 31, 1998","TV Tokyo, Sotsu",Radix,Manga,"Action, Adventure, Comedy, Supernatural",23.0,6.54,1930.0,67432.0,8646.0,1997.0
1807.0,Prism Ark,12.0,TV,"Oct 8, 2007 to Dec 24, 2007","Marvelous Entertainment, Media Factory, 5pb., Pencil, Omnibus Promotion",Front Line,Visual novel,"Action, Comedy, Fantasy, Romance",24.0,6.4,9195.0,75682.0,4723.0,2007.0
1808.0,Kamichama Karin,26.0,TV,"Apr 6, 2007 to Sep 28, 2007","Broccoli, Nihon Ad Systems, Pony Canyon, Studio Kelmadick",Satelight,Manga,"Comedy, Fantasy, Romance",24.0,7.19,22962.0,33782.0,3109.0,2007.0
1810.0,Kyoushirou to Towa no Sora,12.0,TV,"Jan 5, 2007 to Mar 23, 2007","AT-X, KlockWorx, Studio Mausu, Toshiba Entertainment, Geneon Entertainment",TNK,Manga,"Drama, Fantasy, Romance",24.0,6.38,15588.0,77012.0,3463.0,2007.0
1811.0,Bounty Dog: Getsumen no Eve,2.0,OVA,"Oct 1, 1994 to Nov 1, 1994","Starchild Records, Movic, TOHO",animate Film,Original,"Action, Sci-Fi",29.0,5.51,1955.0,118612.0,8993.0,1994.0
1812.0,Hanoka,12.0,TV,"Aug 8, 2006 to Oct 31, 2006",Fanworks,RAMS,Original,UNKNOWN,5.0,3.4,2449.0,135732.0,8503.0,2006.0
1813.0,Genshiken OVA,3.0,OVA,"Dec 22, 2006 to Apr 25, 2007","Genco, Lantis, Media Factory",Ajia-do,Manga,UNKNOWN,24.0,7.62,30376.0,14722.0,3172.0,2006.0
1815.0,Shakugan no Shana Movie,1.0,Movie,"Apr 21, 2007","ASCII Media Works, Showgate, Geneon Entertainment",J.C.Staff,Light novel,"Action, Fantasy, Romance",86.0,7.36,31156.0,24772.0,2830.0,2007.0
1816.0,Sonic X,78.0,TV,"Apr 6, 2003 to Mar 28, 2004",TV Tokyo,TMS Entertainment,Game,"Action, Adventure, Comedy, Sci-Fi",24.0,6.59,49780.0,64152.0,2424.0,2003.0
1817.0,DearS: Kin no Tama desu no?,1.0,Special,"Mar 16, 2005",HAL Film Maker,Daume,Manga,"Comedy, Romance, Sci-Fi, Ecchi",23.0,6.78,14553.0,53522.0,4438.0,2005.0
1818.0,Claymore,26.0,TV,"Apr 4, 2007 to Sep 26, 2007","VAP, Avex Entertainment, Nippon Television Network, D.N. Dream Partners",Madhouse,Manga,"Action, Adventure, Fantasy",23.0,7.73,331671.0,11892.0,312.0,2007.0
1819.0,Daimajuu Gekitou: Hagane no Oni,1.0,OVA,"Dec 10, 1987",UNKNOWN,AIC,Original,"Horror, Sci-Fi",56.0,5.22,1520.0,126372.0,9713.0,1987.0
1820.0,Power Dolls,2.0,OVA,"Mar 1, 1996 to Mar 1, 1998",VAP,"OLM, Artmic",Game,"Action, Adventure, Sci-Fi",27.0,5.32,1205.0,124022.0,10328.0,1996.0
1821.0,Guren,3.0,OVA,"Sep 7, 2001 to Mar 29, 2002",Discovery,AT-2,Visual novel,UNKNOWN,29.0,6.11,1848.0,,8069.0,2001.0
1822.0,The Hakkenden,6.0,OVA,"Oct 25, 1990 to Mar 25, 1991",UNKNOWN,"AIC, Artmic",Novel,"Action, Adventure",30.0,6.57,2668.0,65732.0,6604.0,1990.0
1823.0,Shin Hakkenden,26.0,TV,"Apr 3, 1999 to Sep 25, 1999",TV Tokyo,Public & Basic,Original,"Action, Adventure, Sci-Fi",24.0,7.17,2583.0,34922.0,7622.0,1999.0
1824.0,Hadashi no Gen,1.0,Movie,"Jul 21, 1983",RCC Chugoku Broadcasting,Madhouse,Manga,"Award Winning, Drama",83.0,7.76,21362.0,11092.0,3042.0,1983.0
1825.0,Hadashi no Gen 2,1.0,Movie,"Jun 14, 1986",GEN Productions,Madhouse,Manga,UNKNOWN,86.0,7.35,6253.0,25102.0,5705.0,1986.0
1826.0,Deltora Quest,65.0,TV,"Jan 6, 2007 to Mar 29, 2008","Dentsu, Genco, Kodansha, Half H.P Studio",OLM,Book,"Adventure, Fantasy",25.0,7.09,12976.0,39092.0,4158.0,2007.0
1827.0,Seirei no Moribito,26.0,TV,"Apr 7, 2007 to Sep 29, 2007","Dentsu, NHK Enterprises",Production I.G,Novel,"Action, Adventure, Fantasy",25.0,8.13,77948.0,4752.0,1135.0,2007.0
1828.0,Catblue: Dynamite,1.0,ONA,"Dec 22, 2006",UNKNOWN,UNKNOWN,UNKNOWN,"Action, Fantasy",42.0,5.98,806.0,98892.0,11307.0,2006.0
1829.0,Ged Senki,1.0,Movie,"Jul 29, 2006",TOHO,Studio Ghibli,Novel,"Adventure, Fantasy",115.0,6.81,91244.0,51952.0,1589.0,2006.0
1830.0,Utawarerumono Specials,6.0,Special,"Aug 23, 2006 to Feb 21, 2007",Lantis,OLM,Visual novel,"Action, Comedy, Drama, Fantasy",11.0,7.54,8129.0,17682.0,5484.0,2006.0
1831.0,Iczer-Girl Iczelion,2.0,OVA,"Jan 27, 1995 to Mar 24, 1995",KSS,AIC,Original,"Action, Adventure, Sci-Fi",27.0,5.61,1673.0,115502.0,9624.0,1995.0
1832.0,Project Zeorymer,4.0,OVA,"Nov 26, 1988 to Feb 21, 1990","Youmex, Toshiba EMI","AIC, Artmic",Manga,"Action, Drama, Sci-Fi",28.0,6.09,3088.0,93262.0,7528.0,1988.0
1833.0,Hyper-Psychic Geo Garaga,1.0,Movie,"Oct 21, 1989",Asmik Ace,"Anime R, Aubec",Manga,"Action, Adventure, Sci-Fi",100.0,5.13,1077.0,128062.0,11208.0,1989.0
1834.0,Dragon Knight 4,4.0,OVA,"Nov 27, 1998 to Aug 27, 1999",Pink Pineapple,Dangun Pictures,Visual novel,"Adventure, Fantasy, Hentai",30.0,5.69,1344.0,,10038.0,1998.0
1835.0,Ryuusei no Rockman,55.0,TV,"Oct 7, 2006 to Oct 27, 2007",UNKNOWN,Xebec,Game,"Action, Sci-Fi",10.0,7.09,6308.0,38892.0,5754.0,2006.0
1836.0,Shuffle! Memories,12.0,TV,"Jan 8, 2007 to Mar 26, 2007",Memory-Tech,asread.,Visual novel,"Comedy, Drama, Fantasy, Romance, Ecchi",24.0,6.52,24087.0,68472.0,3019.0,2007.0
1837.0,Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,12.0,TV,"Jul 13, 2003 to Sep 28, 2003","Media Factory, KlockWorx, Memory-Tech, Toshiba Entertainment, Toshiba Digital Frontiers",ufotable,Light novel,"Action, Adventure, Comedy, Sci-Fi",24.0,6.76,2545.0,54672.0,7755.0,2003.0
1838.0,Mitsu x Mitsu Drops,2.0,OVA,"Apr 28, 2006 to Jul 28, 2006",Soft Garage,Radix,Manga,"Drama, Romance",27.0,5.87,13597.0,104332.0,4472.0,2006.0
1839.0,Jagainu-kun,26.0,TV,"Apr 4, 2004 to Jul 18, 2004",Aniplex,UNKNOWN,Original,"Adventure, Fantasy, Slice of Life",3.0,6.44,680.0,73492.0,12383.0,2004.0
1840.0,Zero no Tsukaima: Futatsuki no Kishi,12.0,TV,"Jul 9, 2007 to Sep 24, 2007","Genco, Media Factory, Shochiku, Happinet Pictures",J.C.Staff,Light novel,"Action, Adventure, Comedy, Fantasy, Romance, Ecchi",23.0,7.39,312587.0,23632.0,451.0,2007.0
1841.0,Dai Mahou Touge Omake,4.0,Special,"Mar 20, 2006 to Mar 21, 2007",UNKNOWN,Diomedéa,Manga,"Comedy, Fantasy",1.0,6.8,4650.0,52572.0,7112.0,2006.0
1842.0,Major S3,26.0,TV,"Jan 6, 2007 to Jun 30, 2007","Shogakukan-Shueisha Productions, NHK, NHK Enterprises",Studio Hibari,Manga,UNKNOWN,25.0,8.22,44199.0,3552.0,2686.0,2007.0
1843.0,Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,1.0,Special,"Jun 17, 2006",UNKNOWN,J.C.Staff,Original,UNKNOWN,22.0,6.86,1688.0,49522.0,9917.0,2006.0
1844.0,Clamp Gakuen Tanteidan,26.0,TV,"May 3, 1997 to Oct 25, 1997","TV Tokyo, Bandai Visual",Pierrot,Manga,"Action, Comedy, Mystery",24.0,6.83,5531.0,50952.0,5559.0,1997.0
1845.0,Gaiking: Legend of Daiku-Maryu,39.0,TV,"Nov 12, 2005 to Sep 24, 2006",UNKNOWN,Toei Animation,Original,"Action, Sci-Fi",25.0,7.12,1825.0,37692.0,8430.0,2005.0
1846.0,Princess Nine: Kisaragi Joshikou Yakyuubu,26.0,TV,"Apr 8, 1998 to Oct 14, 1998",NHK,Phoenix Entertainment,Original,"Drama, Romance, Sports",25.0,7.17,4358.0,34872.0,5897.0,1998.0
1847.0,Rec: Yurusarezarumono,1.0,TV Special,"Jun 30, 2006",UNKNOWN,Shaft,Manga,"Comedy, Romance",13.0,7.1,15432.0,38702.0,4610.0,2006.0
1848.0,Haou Taikei Ryuu Knight,52.0,TV,"Apr 5, 1994 to Mar 28, 1995",UNKNOWN,Sunrise,Manga,"Action, Adventure, Fantasy",25.0,6.71,1156.0,57632.0,9505.0,1994.0
1849.0,Haou Taikei Ryuu Knight: Adeu Legend,13.0,OVA,"Jul 21, 1994 to Sep 25, 1995",UNKNOWN,Sunrise,UNKNOWN,"Action, Adventure, Fantasy",30.0,6.3,832.0,81472.0,11631.0,1994.0
1850.0,Haou Taikei Ryuu Knight: Adeu Legend II,3.0,OVA,"Dec 18, 1995 to Apr 25, 1996",UNKNOWN,Sunrise,UNKNOWN,"Action, Adventure, Fantasy",30.0,5.99,496.0,98242.0,12996.0,1995.0
1851.0,Haou Taikei Ryuu Knight: Adeu Legend Final,1.0,OVA,"May 25, 1996",UNKNOWN,Sunrise,UNKNOWN,"Action, Adventure, Comedy, Fantasy",30.0,5.97,492.0,99212.0,13213.0,1996.0
1852.0,Hidamari Sketch,12.0,TV,"Jan 12, 2007 to Mar 30, 2007","Aniplex, Lantis, TBS, Movic, Houbunsha, Omnibus Promotion",Shaft,4-koma manga,UNKNOWN,24.0,7.46,27571.0,20692.0,2456.0,2007.0
1853.0,Cutie Honey F,39.0,TV,"Feb 15, 1997 to Jan 31, 1998","TV Asahi, Dynamic Planning, Toei Advertising",Toei Animation,Manga,"Action, Adventure, Comedy, Romance, Sci-Fi, Ecchi",23.0,6.62,2983.0,62882.0,6333.0,1997.0
1854.0,Rockman Hoshi ni Negai wo,3.0,OVA,"Sep 20, 2002",Capcom,Ashi Productions,Game,"Action, Adventure, Sci-Fi",28.0,6.46,2190.0,72222.0,8984.0,2002.0
1855.0,JaJa Uma! Quartet,2.0,OVA,"May 21, 1997 to Sep 26, 1997",UNKNOWN,"Movic, Studio OX",Manga,"Adventure, Comedy, Fantasy",30.0,5.22,1286.0,126432.0,10896.0,1997.0
1856.0,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,7.0,ONA,"Sep 29, 2006 to Feb 23, 2007","Lantis, Age, Rakuonsha",Picture Magic,Visual novel,UNKNOWN,5.0,6.16,3193.0,88952.0,7739.0,2006.0
1857.0,Taiyou no Mokushiroku: A Spirit of the Sun,2.0,TV Special,"Sep 17, 2006 to Sep 18, 2006",Tohokushinsha Film Corporation,Madhouse,Manga,"Drama, Sci-Fi",77.0,6.81,933.0,52302.0,9787.0,2006.0
1858.0,Gakuen Utopia Manabi Straight!,12.0,TV,"Jan 8, 2007 to Mar 26, 2007","Starchild Records, KlockWorx, ASCII Media Works, Omnibus Promotion",ufotable,Manga,"Comedy, Slice of Life",24.0,7.26,11532.0,29852.0,4080.0,2007.0
1859.0,Grappler Baki,1.0,OVA,"Aug 21, 1994",UNKNOWN,Knack Productions,Manga,UNKNOWN,45.0,6.81,12107.0,51992.0,4761.0,1994.0
1860.0,Tokyo Majin Gakuen Kenpuuchou: Tou,14.0,TV,"Jan 19, 2007 to Apr 20, 2007","Trinity Sound, Imagine","AIC Spirits, BeSTACK",Game,"Action, Drama, Horror, Supernatural",24.0,7.04,28234.0,41132.0,2213.0,2007.0
1861.0,Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,1.0,Movie,"Aug 20, 1994",UNKNOWN,Toei Animation,Manga,UNKNOWN,45.0,7.5,9255.0,19222.0,5223.0,1994.0
1862.0,Strike Witches OVA,1.0,OVA,"Jan 1, 2007",Rakuonsha,Gonzo,Original,"Action, Sci-Fi, Ecchi",8.0,6.28,11983.0,82862.0,4428.0,2007.0
1864.0,Koisuru Tenshi Angelique: Kagayaki no Ashita,12.0,TV,"Jan 6, 2007 to Mar 24, 2007","Kids Station, Koei",Satelight,Visual novel,"Drama, Fantasy, Romance",24.0,6.9,3715.0,47562.0,6218.0,2007.0
1865.0,Getsumen to Heiki Mina,11.0,TV,"Jan 14, 2007 to Mar 25, 2007","Pony Canyon, Studio Tulip, Sony Music Entertainment, Sotsu Music Publishing, Future Vision Music",Gonzo,Other,"Action, Comedy, Sci-Fi, Ecchi",23.0,6.25,2690.0,84642.0,6904.0,2007.0
1866.0,Seirei Tsukai,1.0,Movie,"Apr 1, 1995",AIC,UNKNOWN,Manga,"Action, Adventure, Fantasy, Romance, Supernatural",48.0,5.63,1266.0,115002.0,9310.0,1995.0
1867.0,Oira Uchuu no Tankoufu,2.0,OVA,"Nov 11, 1994 to Jan 27, 1995",KSS,Triangle Staff,Original,"Adventure, Sci-Fi",25.0,6.3,1108.0,81702.0,10288.0,1994.0
1868.0,Giniro no Olynsis: Tokito,12.0,TV,"Oct 6, 2006 to Dec 22, 2006","Happinet Pictures, Nagoya Broadcasting Network, Asahi Broadcasting",Toei Animation,Original,"Adventure, Drama, Romance",23.0,6.21,3174.0,86402.0,6970.0,2006.0
1869.0,Nana Recaps,3.0,TV Special,"Jun 21, 2006 to Jan 10, 2007","VAP, Nippon Television Network",Madhouse,Manga,"Comedy, Drama, Romance",22.0,6.97,9024.0,44362.0,5164.0,2006.0
1872.0,Saru Getchu: On Air,26.0,TV,"Apr 8, 2006 to Sep 30, 2006",UNKNOWN,Xebec,Game,"Adventure, Comedy, Fantasy, Romance",15.0,6.06,409.0,94972.0,12743.0,2006.0
1873.0,Plawres Sanshirou,37.0,TV,"Jun 5, 1983 to Feb 26, 1984",Asatsu DK,Kaname Productions,Manga,"Action, Adventure, Sci-Fi",25.0,7.36,1619.0,24722.0,9150.0,1983.0
1874.0,Love♥Love? Specials,4.0,Special,"Jul 14, 2004 to Sep 1, 2004",m.o.e.,"Imagin, Studio Live",Original,"Comedy, Romance, Ecchi",14.0,5.93,2943.0,101542.0,8209.0,2004.0
1878.0,Kaze no Shoujo Emily,26.0,TV,"Apr 7, 2007 to Sep 29, 2007",NHK,TMS Entertainment,Novel,UNKNOWN,25.0,7.36,2889.0,24582.0,7168.0,2007.0
1879.0,Midnight Eye: Gokuu,1.0,OVA,"Jan 27, 1989",Toei Video,Madhouse,Manga,"Action, Mystery, Sci-Fi",50.0,6.45,5626.0,72862.0,5714.0,1989.0
1880.0,Midnight Eye: Gokuu II,1.0,OVA,"Dec 22, 1989",UNKNOWN,Madhouse,Manga,"Action, Mystery, Sci-Fi",53.0,6.22,3959.0,85902.0,7529.0,1989.0
1881.0,Sasami: Mahou Shoujo Club,13.0,TV,"Apr 13, 2006 to Jul 13, 2006","VAP, AIC, BeSTACK, D.N. Dream Partners",AIC Spirits,UNKNOWN,UNKNOWN,25.0,6.58,3041.0,64882.0,6910.0,2006.0
1882.0,Sasami: Mahou Shoujo Club 2,13.0,TV,"Oct 5, 2006 to Jan 11, 2007","VAP, AIC, BeSTACK",AIC Spirits,UNKNOWN,UNKNOWN,25.0,6.67,1966.0,59832.0,8711.0,2006.0
1883.0,Kappa no Kaikata,26.0,TV,"Oct 4, 2004 to Apr 4, 2005",Nihon Ad Systems,Picture Magic,Manga,UNKNOWN,3.0,6.19,921.0,87312.0,11108.0,2004.0
1884.0,Himesama Goyoujin,12.0,TV,"Apr 13, 2006 to Jul 20, 2006",Bandai Visual,Nomad,Original,UNKNOWN,24.0,6.34,1263.0,79362.0,10146.0,2006.0
1885.0,Master of Epic: The Animation Age,12.0,TV,"Jan 8, 2007 to Mar 26, 2007",TV Tokyo,"Gonzo, Palm Studio",Game,"Comedy, Fantasy",24.0,5.87,601.0,104312.0,11282.0,2007.0
1886.0,Fushigiboshi no☆Futagohime Gyu!,52.0,TV,"Apr 1, 2006 to Mar 31, 2007",Nihon Ad Systems,"J.C.Staff, HAL Film Maker",Original,"Comedy, Fantasy",24.0,7.14,2652.0,36282.0,7715.0,2006.0
1887.0,Lucky☆Star,24.0,TV,"Apr 8, 2007 to Sep 17, 2007","Lantis, Kadokawa Shoten, Rakuonsha, KlockWorx, Lucky Paradise",Kyoto Animation,4-koma manga,UNKNOWN,24.0,7.75,327493.0,11322.0,330.0,2007.0
1888.0,Ichigo Mashimaro OVA,3.0,OVA,"Feb 23, 2007 to Apr 25, 2007",Geneon Entertainment,Daume,4-koma manga,"Comedy, Slice of Life",25.0,7.67,14960.0,13432.0,4373.0,2007.0
1889.0,Higurashi no Naku Koro ni Kai,24.0,TV,"Jul 6, 2007 to Dec 18, 2007","Frontier Works, Sotsu, Movic",Studio Deen,Visual novel,"Horror, Mystery, Suspense",24.0,8.16,257729.0,4402.0,481.0,2007.0
1890.0,Clover,1.0,Music,"Aug 21, 1999","Bandai Visual, Kodansha",Madhouse,Manga,"Drama, Fantasy, Sci-Fi",6.0,6.75,6819.0,,5805.0,1999.0
1891.0,YAT Anshin! Uchuu Ryokou,50.0,TV,"Oct 5, 1996 to Sep 27, 1997",NHK,"Xebec, Group TAC",Original,"Adventure, Comedy, Sci-Fi",25.0,7.04,1278.0,41192.0,10416.0,1996.0
1892.0,YAT Anshin! Uchuu Ryokou 2,25.0,TV,"Apr 11, 1998 to Oct 3, 1998",NHK,Group TAC,Original,"Adventure, Comedy, Sci-Fi",25.0,6.9,833.0,47842.0,12176.0,1998.0
1893.0,Azuki-chan,117.0,TV,"Apr 4, 1995 to Mar 17, 1998","NHK, Sogo Vision, NHK Enterprises",Madhouse,Manga,"Comedy, Romance",24.0,6.68,1349.0,59302.0,9871.0,1995.0
1894.0,Yu☆Gi☆Oh! Hikari no Pyramid,1.0,Movie,"Aug 13, 2004","TV Tokyo, Nihon Ad Systems, Shueisha",Gallop,Manga,"Adventure, Comedy, Fantasy",101.0,6.58,49712.0,65012.0,2560.0,2004.0
1895.0,Ai wa Kagi no Kazu dake... Fuuzoku Mansion,1.0,OVA,"May 25, 2002",Milky Animation Label,Concept Films,Original,UNKNOWN,28.0,6.22,1903.0,,8964.0,2002.0
1896.0,Akibakei Kanojo,3.0,OVA,"Jun 25, 2004 to Jun 25, 2006","Milky Animation Label, MS Pictures",Image House,Visual novel,UNKNOWN,30.0,6.66,6555.0,,5485.0,2004.0
1897.0,Zettai Muteki Raijin-Oh,51.0,TV,"Apr 3, 1991 to Mar 25, 1992",Toshiba EMI,Sunrise,Original,"Adventure, Sci-Fi",23.0,6.84,981.0,50792.0,10717.0,1991.0
1898.0,Hikari to Mizu no Daphne Specials,2.0,Special,"Apr 23, 2004 to Oct 22, 2004",UNKNOWN,J.C.Staff,Original,"Action, Comedy, Ecchi",24.0,6.65,1472.0,61022.0,9785.0,2004.0
1899.0,Masou Kishin Cybuster,26.0,TV,"May 3, 1999 to Oct 25, 1999","TV Tokyo, Bandai Visual, Nihon Ad Systems, Omnibus Promotion",Ashi Productions,Game,"Action, Adventure, Sci-Fi",24.0,6.06,1311.0,94842.0,9444.0,1999.0
1900.0,Twin Signal: Family Game,3.0,OVA,"Sep 21, 1996 to Nov 21, 1996","TV Tokyo, Tokyo Kids, Sony Music Entertainment",UNKNOWN,Manga,"Action, Comedy, Sci-Fi",29.0,6.27,1105.0,83652.0,11140.0,1996.0
1901.0,11-nin Iru!,1.0,Movie,"Nov 1, 1986",Kitty Films,Magic Bus,Manga,"Action, Adventure, Drama, Mystery, Romance, Sci-Fi",91.0,7.01,5446.0,42772.0,5983.0,1986.0
1902.0,Happiness!: Watarase Jun no Kareinaru Ichinichi,1.0,OVA,"Jan 25, 2007",UNKNOWN,Artland,Visual novel,"Comedy, Fantasy",23.0,6.65,3381.0,60972.0,7719.0,2007.0
1903.0,Stratos 4: Logbook,1.0,Special,"Aug 26, 2006",UNKNOWN,Studio Fantasia,Original,"Action, Sci-Fi, Ecchi",30.0,6.27,645.0,83612.0,11953.0,2006.0
1904.0,Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,3.0,OVA,"Mar 23, 2003 to Feb 2, 2005",UNKNOWN,Yumeta Company,Visual novel,"Fantasy, Romance",30.0,6.39,1274.0,76232.0,9531.0,2003.0
1905.0,Harukanaru Toki no Naka de: Hachiyou Shou Specials,8.0,Special,"Sep 23, 2005 to Apr 16, 2006",UNKNOWN,Yumeta Company,Visual novel,"Fantasy, Romance, Supernatural",5.0,6.36,974.0,77892.0,10350.0,2005.0
1906.0,Harukanaru Toki no Naka de: Maihitoyo,1.0,Movie,"Aug 19, 2006",UNKNOWN,Yumeta Company,Visual novel,"Drama, Fantasy, Romance, Supernatural",100.0,7.12,1925.0,37742.0,8058.0,2006.0
1907.0,Harukanaru Toki no Naka de: Hachiyou Shou OVA,2.0,OVA,"Dec 23, 2005 to Jan 27, 2006",UNKNOWN,Yumeta Company,Visual novel,"Comedy, Fantasy, Supernatural",21.0,6.47,672.0,71702.0,11207.0,2005.0
1908.0,Lesson XX,1.0,OVA,"Apr 7, 1995",Daiei,SIDO LIMITED,Novel,"Boys Love, Drama",49.0,5.98,4171.0,98492.0,6622.0,1995.0
1909.0,Kusatta Kyoushi no Houteishiki,2.0,OVA,"Nov 25, 1994 to Nov 24, 1995",UNKNOWN,J.C.Staff,Manga,"Boys Love, Comedy",28.0,5.98,2186.0,98482.0,8512.0,1994.0
1910.0,Master Keaton OVA,15.0,OVA,"Dec 22, 1999 to Jun 21, 2000","VAP, Shogakukan-Shueisha Productions",Madhouse,Manga,"Adventure, Drama, Mystery",24.0,7.73,3431.0,11992.0,6359.0,1999.0
1911.0,Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,2.0,Movie,"Oct 1, 2006",UNKNOWN,Gainax,Original,"Action, Comedy, Sci-Fi",98.0,7.4,3972.0,22952.0,5764.0,2006.0
1912.0,Marginal Prince: Gekkeiju no Ouji-tachi,13.0,TV,"Oct 2, 2006 to Dec 25, 2006","GDH, Sotsu Music Publishing",Tokyo Kids,Visual novel,UNKNOWN,24.0,5.81,4342.0,107182.0,5649.0,2006.0
1913.0,Shonan Junai Gumi!,5.0,OVA,"Jan 21, 1994 to Jan 24, 1997",Japan Home Video,"J.C.Staff, Life Work",Manga,"Action, Comedy",46.0,7.42,20187.0,22182.0,3325.0,1994.0
1914.0,Saiunkoku Monogatari 2nd Season,39.0,TV,"Apr 7, 2007 to Mar 8, 2008","NHK, Sogo Vision",Madhouse,Light novel,"Adventure, Fantasy, Romance",25.0,8.01,18291.0,6412.0,3553.0,2007.0
1915.0,Mahou Shoujo Lyrical Nanoha StrikerS,26.0,TV,"Apr 2, 2007 to Sep 24, 2007","A-Line, King Records, Omnibus Promotion",Seven Arcs,Original,"Action, Comedy, Drama",25.0,7.61,26768.0,15312.0,3083.0,2007.0
1916.0,Kidou Senshi Gundam MS IGLOO: Mokushiroku 0079,3.0,OVA,"Apr 26, 2006 to Aug 25, 2006",Bandai Visual,Sunrise,Original,UNKNOWN,30.0,6.69,7556.0,58692.0,5597.0,2006.0
1917.0,Kidou Senshi Gundam MS IGLOO: 1-nen Sensou Hiroku,3.0,OVA,"Jul 19, 2004 to Nov 3, 2004",UNKNOWN,Sunrise,Original,"Action, Sci-Fi",27.0,6.52,8590.0,68202.0,5370.0,2004.0
1918.0,Mahou Shoujo Pretty Sammy,3.0,OVA,"Aug 25, 1995 to Aug 24, 1997",UNKNOWN,AIC,Original,UNKNOWN,43.0,6.37,3387.0,77202.0,7107.0,1995.0
