ID,Title,Episodes,Type,Aired,Producers,Studios,Source,Genres,Duration (mins),Score,Scored By,Rank,Popularity,Year
10643.0,Gintama: Dai Hanseikai,1.0,Special,"Mar 25, 2010",UNKNOWN,Sunrise,Manga,"Action, Comedy",14.0,8.07,16667.0,5462.0,3712.0,2010.0
10647.0,Ao no Exorcist: Ura Ex,10.0,Special,"Jun 22, 2011 to Mar 21, 2012",Aniplex,A-1 Pictures,Manga,UNKNOWN,1.0,7.05,38795.0,40652.0,2307.0,2011.0
10648.0,Mars,2.0,OVA,"Jun 10, 1994 to Aug 5, 1994",81 Produce,KSS,UNKNOWN,"Action, Sci-Fi",30.0,6.09,149.0,93202.0,14616.0,1994.0
10659.0,Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,1.0,Movie,"Jul 31, 2010",UNKNOWN,Pierrot,Original,"Action, Comedy, Fantasy",14.0,6.95,26776.0,45472.0,3046.0,2010.0
10666.0,Fireball Special,1.0,Special,"Aug 19, 2009",Jinnis Animation Studios,UNKNOWN,Original,"Comedy, Sci-Fi",3.0,6.27,1521.0,83362.0,10604.0,2009.0
10668.0,Imouto Paradise!,2.0,OVA,"Dec 9, 2011 to Apr 20, 2012","Moonstone Cherry, Mediabank, Gold Bear",Anime Antenna Iinkai,Visual novel,UNKNOWN,28.0,6.58,8375.0,,4973.0,2011.0
10671.0,Morita-san wa Mukuchi.,13.0,TV,"Jul 6, 2011 to Sep 28, 2011","DAX Production, Takeshobo",Seven,4-koma manga,"Comedy, Slice of Life",3.0,6.49,11187.0,70212.0,4566.0,2011.0
10674.0,Omake,1.0,Movie,2003,UNKNOWN,"Yamamura Animation, Inc.",Original,UNKNOWN,2.0,5.14,424.0,127912.0,14622.0,2003.0
10679.0,Maria†Holic: Runrun Riru Ranran Rara,1.0,PV,"Apr 28, 2011",Media Factory,Shaft,Manga,UNKNOWN,1.0,5.67,1825.0,,9117.0,2011.0
10681.0,Blood-C: The Last Dark,1.0,Movie,"Jun 2, 2012","Aniplex, Dentsu, Shochiku, Kadokawa Shoten, Mainichi Broadcasting System, Dwango",Production I.G,Original,"Action, Horror, Supernatural",106.0,7.15,51391.0,35982.0,2091.0,2012.0
10683.0,Tentacle and Witches,4.0,OVA,"May 27, 2011 to Nov 30, 2012",Pixy,Oz Inc.,Visual novel,"Supernatural, Hentai",27.0,7.09,7714.0,,5185.0,2011.0
10686.0,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,1.0,Movie,"Jul 30, 2011",Shueisha,Pierrot,Manga,"Action, Adventure",14.0,7.17,42729.0,34862.0,2448.0,2011.0
10687.0,Saint Seiya: Legend of Sanctuary,1.0,Movie,"Jun 21, 2014",UNKNOWN,Toei Animation,Manga,"Adventure, Fantasy, Sci-Fi",92.0,6.21,17962.0,86672.0,4246.0,2014.0
10688.0,Muybridge no Ito,1.0,Movie,"May 16, 2011","NHK, Polygon Pictures","Yamamura Animation, Inc.",Original,"Award Winning, Drama",13.0,6.13,806.0,90752.0,11603.0,2011.0
10689.0,Appleseed XIII Remix Movie 1: Yuigon,1.0,Movie,"Jun 13, 2011",UNKNOWN,"Production I.G, Jinnis Animation Studios",Original,"Action, Mystery, Sci-Fi",84.0,6.24,1162.0,84792.0,8980.0,2011.0
10690.0,Magic Tree House,1.0,Movie,"Jan 7, 2012","TV Tokyo, Dentsu, TV Osaka, Media Factory, GAGA, Yahoo! Japan",Ajia-do,Book,UNKNOWN,105.0,6.9,2678.0,47632.0,7344.0,2012.0
10691.0,Downloader,1.0,Music,"May 27, 2011",UNKNOWN,Studio Deen,Original,UNKNOWN,3.0,5.89,3532.0,,8159.0,2011.0
10693.0,Appleseed XIII Remix Movie 2: Yogen,1.0,Movie,"Oct 24, 2011",UNKNOWN,"Production I.G, Jinnis Animation Studios",Original,"Action, Mystery, Sci-Fi",84.0,6.29,1174.0,82152.0,8893.0,2011.0
10694.0,Bloods: Inraku no Ketsuzoku 2,2.0,OVA,"Jul 29, 2011 to Nov 25, 2011",UNKNOWN,PoRO,Visual novel,UNKNOWN,30.0,6.89,6187.0,,5421.0,2011.0
10695.0,Yume Kui: Tsurumiku Shiki Game Seisaku,2.0,OVA,"Jul 29, 2011 to Sep 30, 2011",UNKNOWN,Suzuki Mirano,Visual novel,UNKNOWN,29.0,6.67,3814.0,,6446.0,2011.0
10697.0,Asa kara Zusshiri Milk Pot,2.0,OVA,"Aug 5, 2011 to Jan 27, 2012","White Bear, Mediabank",Studio 9 Maiami,Visual novel,UNKNOWN,19.0,6.07,3646.0,,6934.0,2011.0
10701.0,Ulysses 31 Pilot,1.0,Special,1980,UNKNOWN,TMS Entertainment,UNKNOWN,"Action, Adventure, Sci-Fi",24.0,5.75,285.0,109612.0,14765.0,1980.0
10702.0,Tekken: Blood Vengeance,1.0,Movie,"Jul 26, 2011",Bandai Namco Games,Digital Frontier,Game,"Action, Fantasy, Sci-Fi, Supernatural",92.0,6.59,14422.0,64252.0,4697.0,2011.0
10703.0,Meitantei Conan OVA 11: London kara no Maru Hi Shirei,1.0,OVA,"May 30, 2011",UNKNOWN,TMS Entertainment,Manga,"Adventure, Comedy, Mystery",25.0,7.4,6411.0,23272.0,5851.0,2011.0
10710.0,Houkago no Pleiades: Manner Movie,1.0,Movie,"Jun 4, 2011",UNKNOWN,Gainax,Original,UNKNOWN,0.87,5.37,792.0,122892.0,10873.0,2011.0
10711.0,Plastic Neesan,12.0,ONA,"May 16, 2011 to Jul 26, 2012","Lantis, DAX Production, Asahi Production, Good Smile Company","Barnum Studio, TYO Animations",Manga,UNKNOWN,2.0,7.19,102122.0,33972.0,1237.0,2011.0
10713.0,Towa no Quon 2: Konton no Ranbu,1.0,Movie,"Jul 16, 2011","Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL, Fonishia",Bones,Original,"Action, Mystery, Sci-Fi, Supernatural",48.0,7.3,21196.0,27912.0,3659.0,2011.0
10714.0,Towa no Quon 3: Mugen no Renza,1.0,Movie,"Aug 13, 2011","Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL, Fonishia",Bones,Original,"Action, Sci-Fi, Supernatural",48.0,7.41,19888.0,22842.0,3757.0,2011.0
10715.0,Towa no Quon 4: Guren no Shoushin,1.0,Movie,"Sep 10, 2011","Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL, Fonishia",Bones,Original,"Action, Sci-Fi, Supernatural",48.0,7.51,19102.0,18812.0,3795.0,2011.0
10716.0,Towa no Quon 5: Souzetsu no Raifuku,1.0,Movie,"Nov 5, 2011","Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL, Fonishia",Bones,Original,"Action, Sci-Fi, Supernatural",48.0,7.47,18509.0,20402.0,3836.0,2011.0
10717.0,Towa no Quon 6: Towa no Quon,1.0,Movie,"Nov 26, 2011","Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL, Fonishia",Bones,Original,"Action, Sci-Fi, Supernatural",48.0,7.56,18952.0,17022.0,3535.0,2011.0
10718.0,Soliton no Akuma,1.0,Movie,1997,Toho Music,Triangle Staff,Novel,"Drama, Sci-Fi",90.0,5.92,384.0,101932.0,13486.0,1997.0
10719.0,Boku wa Tomodachi ga Sukunai,12.0,TV,"Oct 7, 2011 to Dec 23, 2011","AIC, Media Factory, TBS, Bushiroad, Bandai Namco Games, Good Smile Company",AIC Build,Light novel,"Comedy, Romance, Ecchi",24.0,7.14,460083.0,36172.0,237.0,2011.0
10720.0,Korekuraide Utau,1.0,Music,"May 17, 2011",UNKNOWN,UNKNOWN,Original,UNKNOWN,6.0,6.81,1630.0,,10697.0,2011.0
10721.0,Mawaru Penguindrum,24.0,TV,"Jul 8, 2011 to Dec 23, 2011","Starchild Records, Mainichi Broadcasting System",Brain's Base,Original,"Avant Garde, Drama, Mystery, Supernatural, Suspense",24.0,7.93,109657.0,7482.0,833.0,2011.0
10723.0,Sojunghan Nal-ui Kkum,1.0,Movie,"Jun 16, 2011","Studio MWP, EBS","Studio Meditation With a Pencil, Iconix Entertainment",Original,"Comedy, Drama, Romance",99.0,6.41,443.0,74962.0,11212.0,2011.0
10728.0,Maid Ane,2.0,OVA,"Aug 19, 2011 to Dec 16, 2011",Digital Works,Y.O.U.C,Manga,UNKNOWN,27.0,6.14,1659.0,,9112.0,2011.0
10731.0,Tennis no Oujisama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,1.0,Movie,"Sep 3, 2011","TV Tokyo, Bandai Visual, Marvelous Entertainment, Nihon Ad Systems, Shueisha","Production I.G, M.S.C",Manga,UNKNOWN,87.0,7.43,4962.0,21662.0,6268.0,2011.0
10732.0,Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,1.0,OVA,2006,UNKNOWN,Toei Animation,UNKNOWN,"Adventure, Comedy, Supernatural",21.0,6.59,1293.0,64592.0,9887.0,2006.0
10735.0,Planetes Picture Drama,9.0,Special,"Sep 25, 2009",Bandai Visual,Sunrise,Manga,"Comedy, Sci-Fi",3.0,5.64,823.0,114512.0,10933.0,2009.0
10736.0,Precure kara Minna e no Ouen Movie,1.0,ONA,"May 20, 2011",UNKNOWN,Toei Animation,Original,UNKNOWN,0.53,6.06,880.0,94942.0,10738.0,2011.0
10737.0,A-Channel: +A-Channel,11.0,Special,"May 25, 2011 to Oct 26, 2011",Aniplex,Studio Gokumi,4-koma manga,"Comedy, Slice of Life",2.0,6.95,9925.0,45252.0,5033.0,2011.0
10739.0,Panty & Stocking in Sanitarybox,1.0,Special,"Apr 28, 2011",UNKNOWN,Gainax,Original,"Action, Avant Garde, Comedy, Supernatural, Ecchi",8.0,6.39,21597.0,76462.0,3606.0,2011.0
10740.0,Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,1.0,Movie,"Jul 16, 2011","TV Tokyo, Shogakukan-Shueisha Productions, Marvelous Entertainment, TOHO","Production I.G, Xebec, OLM",Game,"Adventure, Comedy, Drama, Fantasy",96.0,6.63,29559.0,62392.0,3192.0,2011.0
10743.0,Tora-chan no Kankan Mushi,1.0,Movie,1950,UNKNOWN,UNKNOWN,Original,UNKNOWN,10.0,5.28,580.0,125222.0,13718.0,1950.0
10751.0,Kikou Kai Galient OVA,3.0,OVA,"Jan 26, 1986 to Aug 5, 1986",UNKNOWN,Sunrise,UNKNOWN,"Action, Fantasy, Sci-Fi",56.0,6.08,705.0,93932.0,12487.0,1986.0
10755.0,Lupin tai Holmes,1.0,TV Special,"May 5, 1981",UNKNOWN,Toei Animation,UNKNOWN,UNKNOWN,65.0,5.83,245.0,105942.0,13422.0,1981.0
10757.0,Kachikachi Yama,1.0,Movie,"Oct 20, 1917",UNKNOWN,UNKNOWN,Other,UNKNOWN,8.0,5.37,238.0,122922.0,14469.0,1917.0
10760.0,Issunboushi,1.0,Movie,"Mar 20, 1918",UNKNOWN,UNKNOWN,Original,UNKNOWN,1.0,5.61,177.0,115602.0,15029.0,1918.0
10763.0,Robot Taekwon V,1.0,Movie,"Jul 24, 1976",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,76.0,4.68,277.0,133012.0,14791.0,1976.0
10764.0,Buta Himesama,1.0,OVA,"Aug 26, 2011",Pink Pineapple,Seven,Visual novel,"Fantasy, Supernatural, Hentai",24.0,5.55,3038.0,,7644.0,2011.0
10765.0,Hikaru no Go: Sabaki no Ikkyoku! Inishie no Hana yo Sake!!,1.0,OVA,2002,UNKNOWN,Pierrot,Manga,"Comedy, Supernatural",28.0,7.34,3064.0,25782.0,7614.0,2002.0
10766.0,Meitantei Conan vs. Wooo,2.0,ONA,"Apr 22, 2011 to Jun 23, 2011",UNKNOWN,TMS Entertainment,Manga,"Adventure, Comedy, Mystery",7.0,6.13,2533.0,90712.0,8057.0,2011.0
10770.0,Mahou Shoujo Elena,3.0,OVA,"Jul 8, 2011 to Feb 22, 2013","Valkyria, Anime Antenna Iinkai","Studio Fantasia, Rabbit Gate",Visual novel,"Supernatural, Hentai",27.0,6.43,2975.0,,7265.0,2011.0
10774.0,Soccer Fever,51.0,TV,"Apr 4, 1994 to Mar 27, 1995",Tokyo Movie Shinsha,UNKNOWN,Original,UNKNOWN,28.0,6.31,187.0,80962.0,14579.0,1994.0
10775.0,SKET Dance: Tettei Bunseki Special,1.0,Special,"May 3, 2011",UNKNOWN,Tatsunoko Production,UNKNOWN,UNKNOWN,24.0,6.95,1565.0,45112.0,8407.0,2011.0
10779.0,Eroge! H mo Game mo Kaihatsu Zanmai,6.0,OVA,"Aug 26, 2011 to Mar 25, 2016",UNKNOWN,Collaboration Works,Visual novel,UNKNOWN,30.0,7.55,29881.0,,2879.0,2011.0
10780.0,Dead Heat,1.0,OVA,"Aug 7, 1987",UNKNOWN,Sunrise,Original,"Action, Sci-Fi",31.0,5.42,1060.0,121492.0,11672.0,1987.0
10790.0,Kore wa Zombie desu ka? of the Dead,10.0,TV,"Apr 5, 2012 to Jun 7, 2012","Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG",Studio Deen,Light novel,"Action, Comedy, Fantasy, Ecchi",24.0,7.48,219919.0,19812.0,637.0,2012.0
10792.0,Haramasete Seiryuu-kun!,2.0,OVA,"Jun 24, 2011 to Jan 31, 2012","Pixy, Magic Bus",Horannabi,Visual novel,"Comedy, Hentai",28.0,6.45,2711.0,,7412.0,2011.0
10793.0,Guilty Crown,22.0,TV,"Oct 14, 2011 to Mar 23, 2012","Aniplex, Dentsu, Movic, Fuji TV, Fujipacific Music, 1IN",Production I.G,Original,"Action, Drama, Sci-Fi",24.0,7.4,644732.0,23122.0,116.0,2011.0
10794.0,IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,1.0,OVA,"Dec 7, 2011",Sony Music Communications,8bit,Light novel,"Action, Comedy, Romance, Sci-Fi, Ecchi",26.0,6.82,68880.0,51812.0,1847.0,2011.0
10796.0,Softenni Specials,6.0,Special,"Jun 22, 2011 to Nov 23, 2011",UNKNOWN,Xebec,Manga,"Comedy, Ecchi",3.0,6.08,2151.0,93522.0,8943.0,2011.0
10798.0,Un-Go,11.0,TV,"Oct 14, 2011 to Dec 23, 2011","Dentsu, Fuji TV, TOHO, Sony Music Entertainment, Fujipacific Music",Bones,Novel,"Mystery, Sci-Fi, Supernatural",24.0,7.33,59306.0,26322.0,1569.0,2011.0
10799.0,Chime,1.0,Music,"Jun 1, 2011",UNKNOWN,Studio Deen,Original,UNKNOWN,4.0,5.9,2995.0,,8796.0,2011.0
10800.0,Chihayafuru,25.0,TV,"Oct 5, 2011 to Mar 28, 2012","VAP, Nippon Television Network",Madhouse,Manga,"Drama, Sports",22.0,8.18,186854.0,4052.0,496.0,2011.0
10801.0,Copihan,7.0,ONA,"Aug 12, 2011 to Nov 3, 2011","Studio Mausu, Slow Curve",Gonzo,Manga,"Comedy, Sci-Fi",6.0,5.39,4078.0,122372.0,6916.0,2011.0
10802.0,MonHun Nikki Girigiri Airou Mura G,13.0,TV,"Jul 1, 2011 to Sep 29, 2011",UNKNOWN,DLE,Game,"Action, Comedy",3.0,5.97,228.0,99422.0,14786.0,2011.0
10804.0,"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",1.0,Special,"Jul 29, 2011",Aoni Entertainment,Satelight,Manga,UNKNOWN,23.0,7.33,4547.0,26492.0,7000.0,2011.0
10805.0,Kami nomi zo Shiru Sekai: 4-nin to Idol,1.0,OVA,"Sep 16, 2011","Geneon Universal Entertainment, Shogakukan-Shueisha Productions, Shogakukan Music & Digital Entertainment",Manglobe,Manga,"Comedy, Supernatural",24.0,7.28,62953.0,28982.0,2053.0,2011.0
10807.0,Nichijou: Original Jikai Yokoku,25.0,Special,"Jun 24, 2011 to Jun 29, 2012",UNKNOWN,Kyoto Animation,Manga,UNKNOWN,0.5,7.04,5379.0,41502.0,5013.0,2011.0
10808.0,Kidou Senshi Gundam AGE,49.0,TV,"Oct 9, 2011 to Sep 23, 2012","Sotsu, Lantis, Mainichi Broadcasting System, Sony Music Entertainment, Level-5, ADK",Sunrise,Original,"Action, Sci-Fi",24.0,6.48,15735.0,71082.0,3994.0,2011.0
10810.0,Pucca (TV) 2nd Season,13.0,TV,"Mar 7, 2008 to Jul 24, 2008",VOOZ Character System,UNKNOWN,Other,"Action, Comedy, Romance",23.0,6.64,4535.0,61432.0,7015.0,2008.0
10812.0,Toumei Shounen Tantei Akira,1.0,Special,1970,UNKNOWN,Knack Productions,Original,UNKNOWN,13.0,4.79,231.0,131982.0,15997.0,1970.0
10813.0,Alps no Shoujo Heidi Pilot,1.0,Special,1967,TCJ,UNKNOWN,Book,"Comedy, Drama",5.0,5.27,534.0,125312.0,12917.0,1967.0
10815.0,UFO Senshi Dai Apolon 2,21.0,TV,"Oct 7, 1976 to Feb 24, 1977",UNKNOWN,"Eiken, Studio Live",Original,"Action, Sci-Fi",24.0,6.26,404.0,83802.0,13904.0,1976.0
10819.0,Ranma ½: Tendou-ke no Oyobidenai Yatsura!,1.0,Special,"Aug 30, 1992",UNKNOWN,Kitty Film Mitaka Studio,Manga,"Comedy, Slice of Life",24.0,6.86,1606.0,49922.0,8819.0,1992.0
10820.0,Sengoku Majin Goushougun (Movie),1.0,Movie,"Apr 24, 1982",UNKNOWN,Ashi Productions,UNKNOWN,UNKNOWN,65.0,5.95,476.0,100232.0,13240.0,1982.0
10821.0,Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunagu Kiseki no Melody♪,1.0,Movie,"Oct 29, 2011",UNKNOWN,Toei Animation,Original,UNKNOWN,71.0,7.02,2732.0,42532.0,7890.0,2011.0
10822.0,Ranma ½: Totteoki Talk - Best of Memories,1.0,OVA,"May 1, 1993",UNKNOWN,Kitty Film Mitaka Studio,Manga,"Comedy, Slice of Life",43.0,7.02,1419.0,42472.0,8923.0,1993.0
10823.0,Ranma ½: 1994 Music Calendar,1.0,OVA,1993,UNKNOWN,Kitty Film Mitaka Studio,Manga,"Comedy, Slice of Life",20.0,6.6,1215.0,64002.0,9517.0,1993.0
10824.0,Ranma ½: DoCo Music Video,1.0,OVA,"Aug 19, 1995",UNKNOWN,Kitty Film Mitaka Studio,Manga,"Comedy, Slice of Life",25.0,6.79,1337.0,53152.0,9269.0,1995.0
10825.0,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,1.0,OVA,"Mar 3, 1995",UNKNOWN,Kitty Film Mitaka Studio,Manga,"Comedy, Slice of Life",24.0,7.13,1567.0,37172.0,8634.0,1995.0
10827.0,Wizard Girl Ambitious,1.0,OVA,"Aug 26, 2011",UNKNOWN,PoRO,Visual novel,"Fantasy, Hentai",28.0,6.6,4905.0,,6103.0,2011.0
10832.0,Ikoku Meiro no Croisée: Yune & Alice,7.0,Special,"Sep 21, 2011 to Mar 21, 2012",UNKNOWN,Satelight,Manga,UNKNOWN,2.0,6.31,1825.0,81232.0,8780.0,2011.0
10834.0,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,6.0,Special,"Sep 21, 2011 to Feb 22, 2012",UNKNOWN,SILVER LINK.,Light novel,"Comedy, Romance",5.0,7.17,15113.0,34652.0,3806.0,2011.0
10838.0,Double-J,11.0,TV,"Jun 29, 2011 to Sep 14, 2011",UNKNOWN,DLE,Manga,UNKNOWN,4.0,5.46,5484.0,120222.0,6072.0,2011.0
10842.0,Fullmetal Alchemist: The Sacred Star of Milos Specials,4.0,ONA,"Jun 10, 2011 to Jun 30, 2011",Studio Moriken,Bones,Manga,"Comedy, Fantasy",4.0,6.81,7205.0,51952.0,4640.0,2011.0
10845.0,Manyuu Hikenchou Specials,8.0,Special,"Oct 4, 2011 to Jan 7, 2012",UNKNOWN,Hoods Entertainment,Manga,"Action, Ecchi",3.0,6.16,6620.0,89062.0,5300.0,2011.0
10847.0,Inumarudashi,4.0,TV,"Jun 10, 2011 to Jul 22, 2011",indigo line,Gathering,Manga,UNKNOWN,3.0,5.0,213.0,129892.0,14320.0,2011.0
10849.0,Shinryaku! Ika Musume: Ika Ice Tabena-ika?,1.0,Music,"Jul 6, 2011",UNKNOWN,Diomedéa,Manga,UNKNOWN,4.0,6.55,3024.0,,7617.0,2011.0
10851.0,Euphoria,6.0,OVA,"Dec 11, 2011 to Feb 26, 2016",UNKNOWN,Majin,Visual novel,UNKNOWN,29.0,5.82,45998.0,,2393.0,2011.0
10852.0,Game Tengoku: The Game Paradise!,1.0,OVA,"Jun 6, 1997",OLM,Daume,Game,"Action, Adventure, Comedy",15.0,5.59,483.0,116412.0,14009.0,1997.0
10859.0,Sorette♡Dakara ne!,1.0,ONA,"Jun 24, 2011",UNKNOWN,Asahi Production,Original,UNKNOWN,8.0,4.9,1055.0,130902.0,11337.0,2011.0
10862.0,Tennis no Oujisama: Pair Prince,8.0,Special,"Jun 25, 2010 to Dec 22, 2010","Production I.G, TV Tokyo, Nihon Ad Systems, Shueisha",M.S.C,Manga,UNKNOWN,10.0,7.19,1985.0,33422.0,8284.0,2010.0
10863.0,Steins;Gate: Oukoubakko no Poriomania,1.0,Special,"Feb 22, 2012",Frontier Works,White Fox,Visual novel,"Comedy, Sci-Fi",24.0,8.29,281811.0,2822.0,526.0,2012.0
10869.0,Scan2Go,52.0,TV,"Aug 9, 2010 to Mar 29, 2011",d-rights,SynergySP,Original,UNKNOWN,25.0,6.18,1682.0,88262.0,9767.0,2010.0
10870.0,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),12.0,TV,"May 2, 2007 to Apr 13, 2008",UNKNOWN,Production I.G,Manga,"Comedy, Sci-Fi",3.0,7.19,3728.0,33822.0,6003.0,2007.0
10882.0,Ghost Messenger,2.0,OVA,"Dec 21, 2010 to Aug 19, 2014",UNKNOWN,Studio Animal,UNKNOWN,"Action, Supernatural",35.0,6.0,176.0,97782.0,11115.0,2010.0
10884.0,Saki Achiga-hen: Episode of Side-A,12.0,TV,"Apr 9, 2012 to Jul 2, 2012","TV Tokyo, Square Enix, Sotsu, Lantis, Pony Canyon",Studio Gokumi,Manga,UNKNOWN,24.0,7.32,16605.0,26972.0,3756.0,2012.0
10886.0,Nurarihyon no Mago: Gekitou Dai Futsal Taikai! Nuragumi W Cup!!,1.0,Special,"Oct 23, 2010",Imagine,Studio Deen,Manga,"Sports, Supernatural",13.0,6.45,2729.0,72962.0,7473.0,2010.0
10889.0,Jungle Kurobee,31.0,TV,"Mar 2, 1973 to Sep 28, 1973",UNKNOWN,Tokyo Movie Shinsha,Manga,UNKNOWN,25.0,5.89,162.0,103142.0,15336.0,1973.0
10893.0,Kyousou Giga,1.0,ONA,"Dec 1, 2011",UNKNOWN,Toei Animation,Original,"Action, Fantasy",25.0,6.9,19622.0,47612.0,3348.0,2011.0
10897.0,Boku wa Tomodachi ga Sukunai: Yaminabe wa Bishoujo ga Zannen na Nioi,1.0,OVA,"Sep 22, 2011","Bushiroad, Good Smile Company",AIC Build,Light novel,"Comedy, Romance",11.0,6.71,68858.0,57502.0,1838.0,2011.0
10901.0,Aoi Hitomi no Onnanoko no Ohanashi,1.0,TV Special,"Aug 13, 2009",TV Asahi,Shin-Ei Animation,Novel,UNKNOWN,44.0,6.33,252.0,79472.0,14106.0,2009.0
10904.0,Waza no Tabibito,1.0,Movie,"Jul 2, 2011",UNKNOWN,UNKNOWN,Original,"Adventure, Fantasy",31.0,4.63,420.0,133442.0,12910.0,2011.0
10905.0,Ikoku Meiro no Croisée Picture Drama,6.0,Special,"Oct 26, 2011 to Mar 21, 2012",UNKNOWN,Satelight,Manga,UNKNOWN,6.0,6.37,1509.0,77712.0,9352.0,2011.0
10906.0,Hakoiri Shoujo: Virgin Territory,2.0,OVA,"Sep 30, 2011 to Feb 24, 2012",Mary Jane,Seven,Visual novel,UNKNOWN,17.0,5.9,2329.0,,7686.0,2011.0
10908.0,Kakko Kawaii Sengen! 2,10.0,TV,"Aug 26, 2011 to Dec 22, 2011",UNKNOWN,UNKNOWN,Manga,UNKNOWN,3.0,5.64,293.0,114422.0,14147.0,2011.0
10909.0,Ultraman Kids: M7.8 Sei no Yukai na Nakama,1.0,Movie,"Mar 17, 1984",Tsuburaya Productions,UNKNOWN,Other,UNKNOWN,25.0,5.37,234.0,123072.0,14481.0,1984.0
10916.0,Pokemon: Pikachu no Fuyuyasumi (2000),2.0,OVA,"Dec 22, 1999",UNKNOWN,OLM,Game,"Adventure, Comedy, Fantasy",11.0,6.43,4732.0,73962.0,6513.0,1999.0
10917.0,Pokemon: Pikachu no Fuyuyasumi (2001),3.0,OVA,"Dec 22, 2000",UNKNOWN,OLM,Game,"Adventure, Comedy, Fantasy",15.0,6.4,4597.0,75692.0,6516.0,2000.0
10918.0,Kowarekake no Orgel (Movie),1.0,Movie,"Sep 11, 2010",ElectromagneticWave,Actas,Original,"Drama, Sci-Fi",30.0,7.25,6715.0,30652.0,5450.0,2010.0
10920.0,Seikon no Qwaser II Picture Drama,4.0,Special,"Jul 6, 2011 to Oct 5, 2011",TAKI Corporation,Hoods Entertainment,Manga,UNKNOWN,3.0,5.99,4801.0,98492.0,5652.0,2011.0
10923.0,Tantei Opera Milky Holmes: Summer Special,1.0,TV Special,"Aug 25, 2011","Bushiroad, Chrono Gear Creative","J.C.Staff, Artland",Original,"Comedy, Mystery",23.0,6.93,3392.0,46392.0,7453.0,2011.0
10924.0,Queen's Blade OVA,2.0,OVA,"Oct 29, 2011 to Jan 28, 2012","Genco, Media Factory, Hobby Japan",Arms,Other,"Action, Adventure, Fantasy, Ecchi",21.0,6.29,5921.0,82552.0,5275.0,2011.0
10928.0,Nogizaka Haruka no Himitsu Finale ♪,4.0,OVA,"Aug 19, 2012 to Nov 28, 2012",UNKNOWN,Diomedéa,Light novel,"Comedy, Romance",24.0,7.33,20555.0,26142.0,3771.0,2012.0
10933.0,R-15: R15 Shounen Hyouryuuki,1.0,OVA,"Dec 13, 2011",UNKNOWN,AIC,UNKNOWN,"Adventure, Comedy, Romance, Ecchi",29.0,6.65,9271.0,61162.0,5141.0,2011.0
10934.0,Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day,1.0,OVA,"Dec 5, 2011",UNKNOWN,Zexcs,Light novel,"Action, Comedy, Fantasy, Romance, Ecchi",24.0,6.87,9830.0,49062.0,4964.0,2011.0
10935.0,Hourou Musuko Specials,2.0,Special,"Aug 24, 2011 to Sep 21, 2011","Aniplex, AIC, Dentsu, Fuji TV, Magic Capsule, Enterbrain, Fujipacific Music",AIC Classic,Manga,UNKNOWN,23.0,7.58,4306.0,16182.0,6536.0,2011.0
10936.0,Nekogami Yaoyorozu: Ohanami Ghostbusters,1.0,OVA,"Mar 21, 2012",Akita Shoten,AIC PLUS+,Manga,"Comedy, Supernatural",27.0,6.63,1531.0,62332.0,9223.0,2012.0
10937.0,Kidou Senshi Gundam: The Origin,6.0,OVA,"Feb 28, 2015 to May 5, 2018",Sotsu,Sunrise,Manga,"Action, Sci-Fi",71.0,8.33,32556.0,2432.0,2557.0,2015.0
10938.0,Innocent: Shoujo Memoria,1.0,OVA,"Jul 5, 2011",Pink Pineapple,Office No. 8,Manga,UNKNOWN,11.0,5.93,1401.0,,9748.0,2011.0
10941.0,Mushi no Tameiki,1.0,Music,"Jul 10, 2011",UNKNOWN,UNKNOWN,Original,UNKNOWN,3.0,5.42,529.0,,14334.0,2011.0
10947.0,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi,1.0,Special,"Sep 23, 2005",UNKNOWN,Production I.G,Manga,"Comedy, Sci-Fi",2.0,6.67,2007.0,59712.0,7715.0,2005.0
